id,slug,name,version,japanese_name,voice_actor,release_date,birthday,height_cm,three_sizes,rarity,image,base_speed_1,base_stamina_1,base_power_1,base_guts_1,base_wit_1,base_speed_5,base_stamina_5,base_power_5,base_guts_5,base_wit_5,bonus_speed,bonus_stamina,bonus_power,bonus_guts,bonus_wit,turf,dirt,short,mile,medium,long,front,pace,late,end,description,unique_skill_ids,innate_skill_ids,event_skill_ids,awakening_lvl2_skill_id,awakening_lvl2_highlight,awakening_lvl2_items,awakening_lvl3_skill_id,awakening_lvl3_highlight,awakening_lvl3_items,awakening_lvl4_skill_id,awakening_lvl4_highlight,awakening_lvl4_items,awakening_lvl5_skill_id,awakening_lvl5_highlight,awakening_lvl5_items,card_id,char_id,gametora_url_name
79,ines-fujin-all-time-fever,Ines Fujin,All-time Fever,アイネスフウジン,Rika Nagae,2026-04-30,April 10,167 cm,88 - 58 - 84,3,ines-fujin-all-time-fever.png,100,96,72,98,84,122,117,88,120,103,15,0,0,15,0,A,G,G,A,A,C,A,C,G,G,Ines Fujin — All-time Fever.,all_charged_it_s_go_time,slipstream|moxie|with_all_my_soul,playtime_s_over|dodging_danger|early_lead|front_runner_straightaways_o,tokyo_racecourse_o,no,medium_racing_shoes,restless,yes,medium_racing_shoes|japanese_derby_winner_s_sash|asahi_hai_f_s_winner_s_sash,speed_eater,no,medium_racing_shoes|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|tenno_sho_autumn_winner_s_sash|asahi_hai_f_s_winner_s_sash|dream_glimmer,wild_wind,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|tenno_sho_autumn_winner_s_sash|asahi_hai_f_s_winner_s_sash|dream_glimmer,103101,1031,103101-ines-fujin
80,mejiro-palmer-line-breakthrough,Mejiro Palmer,Line Breakthrough,メジロパーマー,Yuri Noguchi,2026-05-10,March 21,160 cm,84 - 57 - 86,3,mejiro-palmer-line-breakthrough.png,92,103,76,91,88,112,126,93,111,108,10,10,0,10,0,A,G,G,F,A,A,A,E,F,G,Mejiro Palmer — Line Breakthrough.,keep_pushing_ahead,playtime_s_over|front_runner_straightaways_o|keeping_the_lead,front_runner_savvy_o|sympathy|runaway,early_lead,no,long_racing_shoes,see_ya_later,yes,long_racing_shoes|takarazuka_kinen_winner_s_sash|arima_kinen_winner_s_sash,long_shot_o,no,long_racing_shoes|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,vanguard_spirit,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,106401,1064,106401-mejiro-palmer
81,fine-motion-titania,Fine Motion,Titania,ファインモーション,Chinami Hashimoto,2026-05-18,January 27,158 cm,79 - 56 - 83,3,fine-motion-titania.png,89,78,89,94,100,109,96,109,115,121,0,0,0,10,20,A,G,F,A,A,C,D,A,E,C,Fine Motion — Titania.,best_day_ever,firm_conditions_o|head_on|shifting_gears,pace_chaser_corners_o|all_i_ve_got|mile_straightaways_o|prepared_to_pass|ramp_up|standing_by|up_tempo|straight_descent|updrafters|preferred_position|head_on,mile_corners_o,no,medium_racing_shoes,changing_gears,yes,medium_racing_shoes|shuka_sho_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash,fall_runner_o,no,medium_racing_shoes|oka_sho_winner_s_sash|japanese_oaks_winner_s_sash|shuka_sho_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash|dream_glimmer,neck_and_neck,yes,medium_racing_shoes|oka_sho_winner_s_sash|japanese_oaks_winner_s_sash|shuka_sho_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash|dream_glimmer,102202,1022,102202-fine-motion
82,curren-chan-ma-cherie,Curren Chan,Ma Chérie,カレンチャン,Yuu Sasahara,2026-05-18,March 31,155 cm,83 - 55 - 79,3,curren-chan-ma-cherie.png,100,54,109,85,102,122,65,133,104,126,10,0,10,0,10,A,F,A,D,G,G,B,A,E,G,Curren Chan — Ma Chérie.,one_true_color,hesitant_front_runners|pace_chaser_corners_o|intimidate,frenzied_late_surgers|sprint_corners_o|disorient|sprinting_gear,sprinting_gear,no,sprint_racing_shoes,adored_by_all,yes,sprint_racing_shoes|takamatsunomiya_kinen_winner_s_sash|hanshin_j_f_winner_s_sash,pace_chaser_savvy_o,no,sprint_racing_shoes|takamatsunomiya_kinen_winner_s_sash|oka_sho_winner_s_sash|victoria_mile_winner_s_sash|hanshin_j_f_winner_s_sash|dream_glimmer,turbo_sprint,yes,sprint_racing_shoes|takamatsunomiya_kinen_winner_s_sash|oka_sho_winner_s_sash|victoria_mile_winner_s_sash|hanshin_j_f_winner_s_sash|dream_glimmer,103802,1038,103802-curren-chan
83,inari-one-inari-yukari-edomurasaki,Inari One,Inari Yukari Edomurasaki,イナリワン,Haruno Inoue,2026-05-28,May 7,139 cm,85 - 51 - 74,3,inari-one-inari-yukari-edomurasaki.png,88,100,109,74,79,108,122,133,90,97,0,10,20,0,0,A,A,F,B,A,A,G,B,B,A,Inari One — Inari Yukari Edomurasaki.,now_we_re_cruisin,tail_held_high|end_closer_straightaways_o|familiar_ground,ramp_up|forward_march|tail_held_high|eager|all_i_ve_got|fighting_spirit,winter_runner_o,no,long_racing_shoes,tail_nine,yes,long_racing_shoes|arima_kinen_winner_s_sash|tokyo_daishoten_winner_s_sash,straightaway_spurt,no,long_racing_shoes|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|arima_kinen_winner_s_sash|tokyo_daishoten_winner_s_sash|dream_glimmer,master_of_the_sands,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|arima_kinen_winner_s_sash|tokyo_daishoten_winner_s_sash|dream_glimmer,103401,1034,103401-inari-one
84,sweep-tosho-platanus-witch,Sweep Tosho,Platanus Witch,スイープトウショウ,Shiori Sugiura,2026-06-04,May 9,139 cm,72 - 53 - 73,3,sweep-tosho-platanus-witch.png,101,85,110,65,89,123,104,135,79,109,10,0,20,0,0,A,G,E,A,A,D,G,G,A,A,Sweep Tosho — Platanus Witch.,victory_belongs_to_me_strelitzia,trick_rear|after_school_stroll|take_the_chance,slipstream|end_closer_corners_o|you_re_not_the_boss_of_me|restraint,intense_gaze,no,medium_racing_shoes,go_home_specialist,yes,medium_racing_shoes|takarazuka_kinen_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash,straightaway_spurt,no,medium_racing_shoes|japanese_oaks_winner_s_sash|takarazuka_kinen_winner_s_sash|shuka_sho_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash|dream_glimmer,petrifying_gaze,yes,medium_racing_shoes|japanese_oaks_winner_s_sash|takarazuka_kinen_winner_s_sash|shuka_sho_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash|dream_glimmer,104401,1044,104401-sweep-tosho
85,taiki-shuttle-bubblegum-memories,Taiki Shuttle,Bubblegum ☆ Memories,タイキシャトル,Yuka Ootsubo,2026-06-11,March 23,172 cm,94 - 59 - 90,3,taiki-shuttle-bubblegum-memories.png,102,71,107,92,78,124,87,130,112,97,0,0,30,0,0,A,B,A,A,E,G,C,A,E,G,Taiki Shuttle — Bubblegum ☆ Memories.,joyful_voyage,wet_conditions_o|productive_plan|head_on,prepared_to_pass|light_as_a_feather|shifting_gears|all_i_ve_got|no_looking_back|head_on,mile_corners_o,no,mile_racing_shoes,mile_maven,yes,mile_racing_shoes|yasuda_kinen_winner_s_sash|mile_ch_winner_s_sash,pace_chaser_corners_o,no,mile_racing_shoes|takamatsunomiya_kinen_winner_s_sash|yasuda_kinen_winner_s_sash|sprinters_s_winner_s_sash|mile_ch_winner_s_sash|dream_glimmer,neck_and_neck,yes,mile_racing_shoes|takamatsunomiya_kinen_winner_s_sash|yasuda_kinen_winner_s_sash|sprinters_s_winner_s_sash|mile_ch_winner_s_sash|dream_glimmer,101002,1010,101002-taiki-shuttle
86,mejiro-dober-vacances-saphir,Mejiro Dober,Vacances Saphir,メジロドーベル,Hikari Kubota,2026-06-11,May 6,157 cm,83 - 57 - 81,3,mejiro-dober-vacances-saphir.png,94,78,92,86,100,115,95,113,105,122,20,0,0,0,10,A,G,E,A,A,F,C,B,A,G,Mejiro Dober — Vacances Saphir.,wherever_this_wonder_leads,kyoto_racecourse_o|fearless|take_the_chance,fall_runner_o|updrafters|downhill_speedster|unyielding_spirit|all_i_ve_got,medium_straightaways_o,no,medium_racing_shoes,dauntless,yes,medium_racing_shoes|japanese_oaks_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash,full_throttle,no,medium_racing_shoes|osaka_hai_winner_s_sash|japanese_oaks_winner_s_sash|shuka_sho_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash|dream_glimmer,from_the_brink,yes,medium_racing_shoes|osaka_hai_winner_s_sash|japanese_oaks_winner_s_sash|shuka_sho_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash|dream_glimmer,105902,1059,105902-mejiro-dober
87,air-shakur-unsigned,Air Shakur,unsigned,エアシャカール,Minami Tsuda,2026-06-18,February 26,168 cm,77 - 56 - 85,3,air-shakur-unsigned.png,99,85,95,69,102,120,104,116,84,126,0,0,0,0,30,A,G,G,E,A,A,G,C,A,A,Air Shakur — unsigned.,trigger_beat,ramp_up|eager|end_closer_straightaways_o,intense_gaze|eager|spring_runner_o|fall_runner_o|99_problems|corner_adept_o|fighting_spirit,levelheaded,no,medium_racing_shoes,elated,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|kikuka_sho_winner_s_sash,strategist,no,medium_racing_shoes|osaka_hai_winner_s_sash|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|dream_glimmer,moonlit_flash,yes,medium_racing_shoes|osaka_hai_winner_s_sash|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|dream_glimmer,103601,1036,103601-air-shakur
88,special-week-supreme-commander-of-the-rising-sun,Special Week,Supreme Commander of the Rising Sun,スペシャルウィーク,Azumi Waki,2026-06-25,May 2,158 cm,81 - 56 - 81,3,special-week-supreme-commander-of-the-rising-sun.png,96,82,94,82,96,117,100,115,100,118,10,10,0,0,10,A,G,F,C,A,A,G,A,A,C,Special Week — Supreme Commander of the Rising Sun.,dreams_donned_with_pride,corner_adept_o|pressure|outer_swell,pace_strategy|homestretch_haste|corner_adept_o|tokyo_racecourse_o|nakayama_racecourse_o|winter_runner_o|stamina_to_spare|slick_surge,long_straightaways_o,no,medium_racing_shoes,overwhelming_pressure,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash,long_corners_o,no,long_racing_shoes|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|tenno_sho_spring_winner_s_sash|dream_glimmer,best_in_japan,yes,medium_racing_shoes|takarazuka_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash|japan_cup_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,100103,1001,100103-special-week
89,gold-ship-run-fun-watergun,Gold Ship,Run! Fun! Watergun!,ゴールドシップ,Hitomi Ueda,2026-07-02,March 6,170 cm,88 - 55 - 88,3,gold-ship-run-fun-watergun.png,79,93,112,73,93,96,113,137,89,115,0,0,20,0,10,A,G,G,C,A,A,G,B,B,A,Gold Ship — Run! Fun! Watergun!.,564_escapades,lucky_seven|inside_scoop|after_school_stroll,hanshin_racecourse_o|non_standard_distance_o|summer_runner_o|gatekept,eager,no,long_racing_shoes,innate_experience,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash,risky_business,no,long_racing_shoes|satsuki_sho_winner_s_sash|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|dream_glimmer,elated,yes,long_racing_shoes|satsuki_sho_winner_s_sash|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|dream_glimmer,100702,1007,100702-gold-ship
90,mejiro-mcqueen-fair-lady-of-the-waves,Mejiro McQueen,Fair Lady of the Waves,メジロマックイーン,Saori Oonishi,2026-07-02,April 3,159 cm,71 - 54 - 76,3,mejiro-mcqueen-fair-lady-of-the-waves.png,82,85,82,113,88,100,104,100,138,108,8,8,0,0,14,A,E,G,F,A,A,B,A,D,F,Mejiro McQueen — Fair Lady of the Waves.,your_smile_sparkles_as_the_waves,focus|pace_chaser_savvy_o|feature_act,early_lead|playtime_s_over|summer_runner_o,all_set,no,long_racing_shoes,headliner,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash,stamina_to_spare,no,long_racing_shoes|osaka_hai_winner_s_sash|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,heart_all_set,yes,long_racing_shoes|osaka_hai_winner_s_sash|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,101303,1013,101303-mejiro-mcqueen
91,bamboo-memory-ambition-of-the-black-iron,Bamboo Memory,Ambition of the Black Iron,バンブーメモリー,Kotomi Aihara,2026-07-07,May 14,157 cm,77 - 57 - 81,3,bamboo-memory-ambition-of-the-black-iron.png,98,74,104,92,82,119,90,127,112,102,10,0,10,10,0,A,D,A,A,C,G,G,E,A,C,Bamboo Memory — Ambition of the Black Iron.,red_hot_discipline,ramp_up|outer_swell|pumped,target_in_sight_o|sprint_straightaways_o|homestretch_haste,sprint_corners_o,no,mile_racing_shoes,rising_dragon,yes,mile_racing_shoes|yasuda_kinen_winner_s_sash|sprinters_s_winner_s_sash,fearless,no,mile_racing_shoes|takamatsunomiya_kinen_winner_s_sash|yasuda_kinen_winner_s_sash|sprinters_s_winner_s_sash|mile_ch_winner_s_sash|dream_glimmer,full_of_vigor,yes,mile_racing_shoes|takamatsunomiya_kinen_winner_s_sash|yasuda_kinen_winner_s_sash|sprinters_s_winner_s_sash|mile_ch_winner_s_sash|dream_glimmer,105301,1053,105301-bamboo-memory
92,copano-rickey-yin-yang-bagua-lucky-costume,Copano Rickey,Yin-yang Bagua ☆ Lucky Costume,コパノリッキー,Konomi Inagaki,2026-07-16,March 24,165 cm,83 - 55 - 87,3,copano-rickey-yin-yang-bagua-lucky-costume.png,93,87,93,87,90,114,107,113,106,110,0,0,10,0,20,F,A,C,A,A,G,A,A,C,G,Copano Rickey — Yin-yang Bagua ☆ Lucky Costume.,luck_runs_my_way,sunny_sign|pace_chaser_savvy_o|medium_corners_o,solid_steps|top_pick|forward_march|sunny_sign,solid_steps,no,dirt_racing_shoes,chance_of_victory,yes,dirt_racing_shoes|february_s_winner_s_sash|kashiwa_kinen_winner_s_sash,collaborative_graded_races_o,no,dirt_racing_shoes|february_s_winner_s_sash|jbc_classic_winner_s_sash|kashiwa_kinen_winner_s_sash|m_c_nambu_hai_winner_s_sash|dream_glimmer,strong_steps,yes,dirt_racing_shoes|february_s_winner_s_sash|jbc_classic_winner_s_sash|kashiwa_kinen_winner_s_sash|m_c_nambu_hai_winner_s_sash|dream_glimmer,109801,1098,109801-copano-rickey
93,smart-falcon-twilight-triumph,Smart Falcon,Twilight Triumph,スマートファルコン,Hitomi Oowada,2026-07-22,April 4,156 cm,78 - 55 - 80,3,smart-falcon-twilight-triumph.png,99,82,82,104,83,121,100,100,128,101,20,0,0,10,0,E,A,B,A,A,E,A,D,G,G,Smart Falcon — Twilight Triumph.,star,top_pick|front_runner_corners_o|with_all_my_soul,leader_s_pride|full_tilt|prudent_positioning|top_pick|kawasaki_racecourse_o|sunny_sign,got_the_spirit,no,,trending_in_the_charts,yes,,dust_cloud,no,,be_the_center,yes,,104602,1046,104602-smart-falcon
94,winning-ticket-dream-deliverer,Winning Ticket,Dream Deliverer,ウイニングチケット,Yui Watanabe,2026-07-27,March 21,157 cm,88 - 57 - 85,3,winning-ticket-dream-deliverer.png,101,73,109,87,80,123,90,133,106,98,8,0,14,8,0,A,G,G,F,A,B,G,B,A,G,Winning Ticket — Dream Deliverer.,ticket_to_your_dreams,downhill_speedster|1_500_000_cc|all_i_ve_got,nimble_navigator|late_surger_straightaways_o|late_surger_corners_o|position_pilfer|slick_surge|medium_corners_o|take_the_chance|long_straightaways_o|passing_pro|outer_swell,position_pilfer,no,,15_000_000_cc,yes,,full_throttle,no,,come_what_may,yes,,103502,1035,103502-winning-ticket
95,narita-taishin-difference-engineer,Narita Taishin,Difference Engineer,ナリタタイシン,Keiko Watanabe,2026-07-27,June 10,145 cm,69 - 50 - 73,3,narita-taishin-difference-engineer.png,90,84,93,82,101,110,103,113,100,124,0,8,0,8,14,A,G,F,D,A,A,G,F,B,A,Narita Taishin — Difference Engineer.,hephaestus,nimble_navigator|breakin_out|take_the_chance,standing_by|long_corners_o|pressure|medium_corners_o|eager|early_start,end_closer_savvy_o,no,,breakin_ahead,yes,,end_closer_straightaways_o,no,,from_the_brink,yes,,105002,1050,105002-narita-taishin
96,yukino-bijin-cute-sweet-flower-of-mutsu,Yukino Bijin,Cute Sweet Flower of Mutsu,ユキノビジン,Nozomi Yamamoto,2026-08-05,March 10,156 cm,80 - 55 - 80,3,yukino-bijin-cute-sweet-flower-of-mutsu.png,95,86,83,95,91,117,106,102,117,108,10,0,0,20,0,A,B,D,A,A,E,C,A,F,G,Yukino Bijin — Cute Sweet Flower of Mutsu.,snow_bright_snow_flight,nimble_navigator|medium_straightaways_o|straight_descent,winter_runner_o|downhill_speedster|corner_acceleration_o|head_on|morioka_racecourse_o|full_tilt,snowy_days_o,no,,no_stopping_me,yes,,pace_chaser_corners_o,no,,determined_descent,yes,,102901,1029,102901-yukino-bijin
97,seeking-the-pearl-rocket-star,Seeking the Pearl,Rocket ☆ Star,シーキングザパール,Ayaka Fukuhara,2026-08-12,April 16,168 cm,91 - 57 - 87,3,seeking-the-pearl-rocket-star.png,99,65,104,93,89,121,79,127,114,109,10,0,0,0,20,A,F,A,A,E,G,C,A,A,B,Seeking the Pearl — Rocket ☆ Star.,i_m_possible,firm_conditions_o|sprint_straightaways_o|unyielding_spirit,uma_stan|medium_corners_o|up_tempo|eager|mile_straightaways_o|mile_corners_o,light_as_a_feather,no,,shocking_flash,yes,,head_on,no,,big_sisterly,yes,,104201,1042,104201-seeking-the-pearl
98,agnes-digital-agnesjiangshi,Agnes Digital,Agnes♡Jiangshi,アグネスデジタル,Minori Suzuki,2026-08-18,May 15,143 cm,74 - 51 - 75,3,agnes-digital-agnesjiangshi.png,85,91,98,105,71,104,111,120,129,86,7,7,8,8,0,A,A,F,A,A,G,G,A,A,B,Agnes Digital — Agnes♡Jiangshi.,the_moe_aaaa_thanks_for_my_life,comeback|ramp_up|updrafters,top_pick|acceleration|homestretch_haste|kyoto_racecourse_o|mile_corners_o|down_in_the_dirt_o|mile_straightaways_o|updrafters|unyielding_spirit|morioka_racecourse_o|rapid_gain,uma_stan,no,,it_s_on,yes,,forward_march,no,,can_t_keep_me_down,yes,,101902,1019,101902-agnes-digital
99,meisho-doto-dot-o-lantern,Meisho Doto,Dot-o'-Lantern,メイショウドトウ,Misaki Watada,2026-08-18,March 25,164 cm,99 - 61 - 89,3,meisho-doto-dot-o-lantern.png,89,89,75,103,94,109,109,92,126,114,0,0,15,0,15,A,E,G,F,A,A,F,A,B,E,Meisho Doto — Dot-o'-Lantern.,spooky_scary_happy,corner_recovery_o|head_on|medium_straightaways_o,tactical_tweak|all_i_ve_got|medium_corners_o|prepared_to_pass|up_tempo,on_the_attack,no,,neck_and_neck,yes,,right_handed_o,no,,swinging_maestro,yes,,105802,1058,105802-meisho-doto
100,aston-machan-flare,Aston Machan,Flare,アストンマーチャン,Honoka Inoue,2026-08-25,March 5,152 cm,86 - 55 - 80,3,aston-machan-flare.png,99,73,97,98,83,121,89,118,120,102,20,0,0,10,0,A,G,A,B,G,G,A,A,G,G,Aston Machan — Flare.,silent_letter,wet_conditions_o|light_as_a_feather|early_lead,light_as_a_feather|front_runner_savvy_o|shifting_gears|productive_plan|rosy_outlook|up_tempo,sprint_corners_o,no,,taking_the_lead,yes,,groundwork,no,,in_high_spirits,yes,,108701,1087,108701-aston-machan
101,yamanin-zephyr-fluttertail-spirit,Yamanin Zephyr,Fluttertail Spirit,ヤマニンゼファー,Riona Imaizumi,2026-09-01,May 27,154 cm,85 - 52 - 77,3,yamanin-zephyr-fluttertail-spirit.png,97,83,81,97,92,119,101,99,118,113,10,0,0,10,10,A,D,B,A,A,G,E,A,C,G,Yamanin Zephyr — Fluttertail Spirit.,sunny_breeze,long_shot_o|shifting_gears|aspire,unyielding_spirit|spring_runner_o|summer_runner_o|fall_runner_o|winter_runner_o,mile_corners_o,no,,changing_gears,yes,,corner_acceleration_o,no,,ambitious_breeze,yes,,107801,1078,107801-yamanin-zephyr
102,tamamo-cross-ferocious-thunder,Tamamo Cross,Ferocious Thunder,タマモクロス,Naomi Oozora,2026-09-07,May 23,140 cm,71 - 52 - 73,3,tamamo-cross-ferocious-thunder.png,92,83,94,92,89,113,101,115,113,108,14,8,0,8,0,A,F,G,E,A,A,G,A,A,A,Tamamo Cross — Ferocious Thunder.,lightning_flare,ramp_up|up_tempo|head_on,hanshin_racecourse_o|fall_runner_o|straight_descent|tail_held_high|kyoto_racecourse_o|updrafters|nakayama_racecourse_o|up_tempo,wet_conditions_o,no,,killer_tunes,yes,,tail_held_high,no,,it_s_on,yes,,102102,1021,102102-tamamo-cross
103,inari-one-fields-of-gold,Inari One,Fields of Gold,イナリワン,Haruno Inoue,2026-09-07,May 7,139 cm,85 - 51 - 74,3,inari-one-fields-of-gold.png,95,88,98,78,91,117,108,120,95,110,14,0,8,0,8,A,A,F,B,A,A,G,B,B,A,Inari One — Fields of Gold.,firelight,oi_racecourse_o|inside_scoop|straightaway_spurt,ramp_up|forward_march|tail_held_high|fall_runner_o|after_school_stroll|eager|all_i_ve_got|fighting_spirit,i_can_see_right_through_you,no,,innate_experience,yes,,rapid_gain,no,,encroaching_shadow,yes,,103402,1034,103402-inari-one
104,nakayama-festa-dramatic-turnabout,Nakayama Festa,Dramatic Turnabout,ナカヤマフェスタ,Shino Shimoji,2026-09-15,April 5,159 cm,78 - 54 - 79,3,nakayama-festa-dramatic-turnabout.png,97,92,99,75,87,119,113,121,92,105,10,10,10,0,0,A,G,G,C,A,B,G,A,A,D,Nakayama Festa — Dramatic Turnabout.,laugh_at_the_odds,risk_taker|risky_business|all_i_ve_got,long_shot_o|nimble_navigator|be_still|slick_surge,late_surger_straightaways_o,no,,nothing_ventured,yes,,medium_straightaways_o,no,,risk_maker,yes,,104901,1049,104901-nakayama-festa
